phrase|label
What is a fear of passing high objects \?|11
What do players try to do when the music stops in a game of musical chairs \?|3
What are the top ten most common girl names in the US \?|30
Why is black the color of mourning in the West \?|5
What is the rarest coin \?|17
What Judith Rossner novel was made into a film starring Diane Keaton \?|9
Which country is Australia 's largest export market \?|33
Where is the Kentucky Horse Park located \?|35
What is a fear of parasites \?|11
In what Olympic Games did Nadia Comaneci become popular \?|21
Who does data collection in tourism \?|30
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe \?|30
What is the leading pecan and peanut growing state \?|36
What does a nihilist believe in \?|3
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics \?|3
In what sport are these following numbers relevant 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 \?|21
Who were the four famous founders of United Artists \?|30
What 2 statues did France give to other countries \?|9
What are amphibians \?|2
How many sperm cells are in an average ejaculation \?|38
Name the disposable razor that `` costs about 19 cents ''|19
How far do you have to run if you hit a home run \?|40
Who was the only U S President to wear a Nazi uniform \?|30
Woodrow Wilson served as president of what university \?|29
Where are the tropical rain forest distributions \?|35
What 's the nickname of oddsmaker Jimmy Snyder \?|30
What is the fear of being loved \?|11
What was the number of people that Randy Steven Craft was convicted of killing \?|43
What was Queen Victoria 's title regarding India \?|31
How is a hydrogen bomb different from a nuclear bomb \?|4
How far can a man travel in outer space \?|40
Where was Lincoln assassinated \?|35
What type of food makes you fat \?|13
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body \?|11
What was the U S highway death toll in 1969 \?|38
What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns \?|6
What are the shortest and the longest songs ever produced \?|9
What letter is to the right of K on a typewriter keyboard \?|16
What is the origin and the meaning of the name , `` Hajo \? ''|3
What is the plural of gulf \?|27
Whose autobiography is titled Yes I Can \?|30
What year did the United States pass the Copyright law \?|39
What percentage of Americans own their homes \?|44
What 's the first day of the week \?|39
What city was President William McKinley shot in \?|32
What city has the world 's longest subway system \?|32
Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway \?|30
What is Bombay duck \?|2
What double talking `` professor '' holds a doctorate in Nothing \?|30
What are the five most expensive cities in the world \?|32
What 19th century writer had a country estate on the Hudson dubbed Sunnyside \?|30
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with \?|38
What is a virtual IP address \?|2
What was the name of the cook on Rawhide \?|30
What county is Chicago in \?|35
What is the wingspan of a condor \?|40
What facial feature typically contains about 55 hairs \?|3
Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10 \? \? of all profits of his voyage|30
How can I transport files from one computer to another \?|4
What 's the literary term for a play on words \?|25
What color were their horses \?|8
What author landed a 468 pound marlin without harness in the early 193 's \?|30
How many Americans fought for the British in the American Revolution \?|38
What kind of education do I need to become a flight attendant \?|17
What are the two languages of Malta \?|15
How many oceans are there and name them \?|38
What happened during the Blackhawk Indian war of 1832 \?|3
How many pairs of legs does a lobster have \?|38
What does the Latin ante mortem mean \?|2
What does the name Shawn mean \?|2
Where is the Danube \?|35
What lawyer won the largest divorce settlement , 85 million , in U S history for Sheika Dena Al Farri \?|30
What do you call a group of geese \?|6
Who delivered his last newscast on March 6 , 1981 \?|30
How many times has `` Louie , Louie '' been recorded \?|38
How is Answers com different from KnowPost com \?|4
What is the longest place name in the U S \?|35
What percent liked Thatcher after she had been in power for a decade \?|44
Where does Buzz Aldrin want to build a permanent , manned space station \?|35
What was Mel Gibson 's first movie \?|9
Why was the L A office of Shea and Gould closed \?|5
How do I start a bank \?|4
How do Ouija Boards work \?|4
What horse did Zorro ride \?|6
How do you get a broken cork out of a bottle \?|4
Where can I find correct tabs for Third Eye Blind songs \?|35
How do you determine heating requirements for your home \?|4
What former major league left handed baseball pitcher was known as `` Space Man '' \?|30
Which hair care product told us `` hate that gray , wash it away '' \?|19
Why did the chicken cross the road \?|5
What was Michelangelo 's last name \?|30
Who is Barbara Jordan \?|28
Who was the Democratic nominee in the American presidential election \?|30
What was Connecticut 's first constitution called \?|9
What historical event happened in Dogtown in 1899 \?|12
What is being done about the millennium bug \?|2
What was the claim to fame of King Camp Gillette \?|5
What is the most common kind of skin cancer in the U S \?|11
What is Olestra \?|2
What Asian country has a bill of rights for cows \?|33
How many fingers are used to draw a bow \?|38
What are two plants that clothes are made from \?|18
When was Hurricane Hugo \?|39
What is the most heavily caffeinated soft drink \?|13
What President to be was the first member of Congress to enlist following the attack on Pearl Harbor \?|30
What was the price of Varian Associates ' vacuum products division \?|41
When was `` the Great Depression '' \?|39
What language is mostly spoken in Brazil \?|15
What college produced the most winning Super Bowl quarterbacks \?|29
How do you solve `` Rubik 's Cube '' \?|4
What is prepared mustard \?|2
What classical Spanish writer warned `` All that glitters is not gold '' \?|30
What does `` antidisestablishmentarianism '' mean \?|2
What actor married John F Kennedy 's sister \?|30
What does a topophobic actor suffer from \?|11
Who fired Maria Ybarra from her position in San Diego council \?|30
The italian artist , Maurizio Pellegrin , is how old \?|45
What type of hunting are retrievers used for \?|17
What is Colin Powell best known for \?|5
Who was the first black golfer to tee off in the Masters \?|30
What city is the setting for Puccini 's opera La Boheme \?|32
What U S President showed a fondness for munching on bee pollen bars \?|30
What is measured in curies \?|2
Whose cover is that of an employee of Universal Import and Export \?|30
What former president 's daughter has written a book titled Murder in the White House \?|30
What fictional character is known as the `` melancholy Dane '' \?|30
Italy is the largest producer of what \?|19
What longtime game show host dropped dead while jogging in Central Park in 1984 \?|30
What is the meaning of W B Yeat 's poem , `` The Three Hermits \? ''|2
Who were the `` filthiest people alive \? ''|30
What infectious disease is the world 's deadliest \?|11
What is Spumante \?|2
In what year did Ireland elect its first woman president \?|39
What is an isthmus \?|2
What was the name of the orca that died of a fungal infection \?|6
Where is Mozambique located \?|35
What is Mississippi 's state animal \?|6
What 's the origin of the word ` news ' \?|3
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become \?|17
How many months does a normal human pregnancy last \?|38
How do fuel injectors work \?|4
How can your school march in the Macy 's Thanksgiving Parade \?|4
What is the real name of disc jockey `` Wolfman Jack '' \?|30
What Italian liner was hijacked in 1985 \?|26
What city houses the U S headquarters of Procter and Gamble \?|32
What soap was touted as being `` for people who like people '' \?|19
How much was the minimum wage in 1991 \?|41
What does NAFTA stand for \?|1
Who invented silly putty \?|30
What new middle school was built in Philadelphia , Pennsylvania last year \?|29
Who patented the first phonograph \?|30
What are some tips for building a fire in a fireplace \?|24
What do manatees eat \?|13
How do you say 2 in Latin \?|25
What were popular songs and types of songs in the 1920s \?|9
How many Vietnamese were there in the Soviet Union \?|38
What is November 's birthstone \?|17
